,TL,TM,TR,ML,MM,MR,BL,BM,BR,class
633,2,2,1,2,1,1,0,2,1,0
634,2,2,1,2,1,0,1,2,1,0
635,2,2,1,2,1,0,1,1,2,0
636,2,2,1,2,1,0,1,0,0,0
637,2,2,1,2,0,2,1,1,1,0
638,2,2,1,2,0,1,1,2,1,0
639,2,2,1,2,0,1,0,0,1,0
640,2,2,1,1,2,1,2,0,1,0
641,2,2,1,1,1,2,1,2,0,0
642,2,2,1,1,1,2,1,0,2,0
643,2,2,1,1,1,1,2,2,0,0
644,2,2,1,1,1,1,2,0,2,0
645,2,2,1,1,1,1,0,2,2,0
646,2,2,1,1,1,0,1,2,2,0
647,2,2,1,1,0,1,2,2,1,0
648,2,2,1,0,2,2,1,1,1,0
649,2,2,1,0,2,1,2,1,1,0
650,2,2,1,0,2,1,0,0,1,0
651,2,2,1,0,1,2,1,2,1,0
652,2,2,1,0,1,2,1,1,2,0
653,2,2,1,0,1,2,1,0,0,0
654,2,2,1,0,1,1,2,2,1,0
655,2,2,1,0,1,1,1,2,2,0
656,2,2,1,0,1,0,1,2,0,0
657,2,2,1,0,1,0,1,0,2,0
658,2,2,1,0,0,1,2,0,1,0
659,2,2,1,0,0,1,0,2,1,0
660,2,2,0,2,2,1,1,1,1,0
661,2,2,0,2,1,2,1,1,1,0
662,2,2,0,2,0,0,1,1,1,0
663,2,2,0,1,2,2,1,1,1,0
664,2,2,0,1,1,1,2,2,1,0
665,2,2,0,1,1,1,2,1,2,0
666,2,2,0,1,1,1,2,0,0,0
667,2,2,0,1,1,1,1,2,2,0
668,2,2,0,1,1,1,0,2,0,0
669,2,2,0,1,1,1,0,0,2,0
670,2,2,0,0,2,0,1,1,1,0
671,2,2,0,0,0,2,1,1,1,0
672,2,1,2,2,2,0,1,1,1,0
673,2,1,2,2,1,2,1,1,0,0
674,2,1,2,2,1,2,0,1,1,0
675,2,1,2,2,1,1,0,1,2,0
676,2,1,2,2,1,0,1,1,2,0
677,2,1,2,2,1,0,0,1,0,0
678,2,1,2,2,0,2,1,1,1,0
679,2,1,2,1,1,2,2,1,0,0
680,2,1,2,1,1,1,2,2,0,0
681,2,1,2,1,1,1,2,0,2,0
682,2,1,2,1,1,1,0,2,2,0
683,2,1,2,1,1,0,2,1,2,0
684,2,1,2,0,2,2,1,1,1,0
685,2,1,2,0,1,2,2,1,1,0
686,2,1,2,0,1,2,0,1,0,0
687,2,1,2,0,1,1,2,1,2,0
688,2,1,2,0,1,0,2,1,0,0
689,2,1,2,0,1,0,0,1,2,0
690,2,1,1,2,2,1,0,2,1,0
691,2,1,1,2,1,2,1,2,0,0
692,2,1,1,2,1,2,1,0,2,0
693,2,1,1,2,1,2,0,1,2,0
694,2,1,1,2,1,0,1,2,2,0
695,2,1,1,0,2,1,2,2,1,0
696,2,1,1,0,1,2,2,1,2,0
697,2,1,1,0,1,2,1,2,2,0
698,2,1,0,2,1,2,1,1,2,0
699,2,1,0,2,1,2,0,1,0,0
700,2,1,0,2,1,0,0,1,2,0
701,2,1,0,1,1,2,2,1,2,0
702,2,1,0,0,1,2,2,1,0,0
703,2,1,0,0,1,2,0,1,2,0
704,2,1,0,0,1,0,2,1,2,0
705,2,0,2,2,2,1,1,1,1,0
706,2,0,2,2,1,2,1,1,1,0
707,2,0,2,2,0,0,1,1,1,0
708,2,0,2,1,2,2,1,1,1,0
709,2,0,2,1,1,1,2,2,1,0
710,2,0,2,1,1,1,2,1,2,0
711,2,0,2,1,1,1,2,0,0,0
712,2,0,2,1,1,1,1,2,2,0
713,2,0,2,1,1,1,0,2,0,0
714,2,0,2,1,1,1,0,0,2,0
715,2,0,2,0,2,0,1,1,1,0
716,2,0,2,0,0,2,1,1,1,0
717,2,0,1,2,2,1,1,2,1,0
718,2,0,1,2,2,1,0,0,1,0
719,2,0,1,2,1,2,1,2,1,0
720,2,0,1,2,1,2,1,1,2,0
721,2,0,1,2,1,2,1,0,0,0
722,2,0,1,2,1,1,1,2,2,0
723,2,0,1,2,1,0,1,2,0,0
724,2,0,1,2,1,0,1,0,2,0
725,2,0,1,2,0,1,0,2,1,0
726,2,0,1,1,2,1,2,2,1,0
727,2,0,1,1,1,2,1,2,2,0
728,2,0,1,0,2,1,2,0,1,0
729,2,0,1,0,2,1,0,2,1,0
730,2,0,1,0,1,2,1,2,0,0
731,2,0,1,0,1,2,1,0,2,0
732,2,0,1,0,1,0,1,2,2,0
733,2,0,1,0,0,1,2,2,1,0
734,2,0,0,2,2,0,1,1,1,0
735,2,0,0,2,0,2,1,1,1,0
736,2,0,0,1,1,1,2,2,0,0
737,2,0,0,1,1,1,2,0,2,0
738,2,0,0,1,1,1,0,2,2,0
739,2,0,0,0,2,2,1,1,1,0
740,1,2,2,2,2,0,1,1,1,0
741,1,2,2,2,1,2,1,0,1,0
742,1,2,2,2,1,2,0,1,1,0
743,1,2,2,2,1,1,2,0,1,0
744,1,2,2,2,1,1,0,2,1,0
745,1,2,2,2,1,0,2,1,1,0
746,1,2,2,2,1,0,1,2,1,0
747,1,2,2,2,1,0,0,0,1,0
748,1,2,2,2,0,2,1,1,1,0
749,1,2,2,1,2,2,1,1,0,0
750,1,2,2,1,2,2,1,0,1,0
751,1,2,2,1,2,1,1,0,2,0
752,1,2,2,1,2,0,1,1,2,0
753,1,2,2,1,2,0,1,0,0,0
754,1,2,2,1,1,2,2,0,1,0
755,1,2,2,1,1,2,1,2,0,0
756,1,2,2,1,1,2,0,2,1,0
757,1,2,2,1,1,1,2,2,0,0
758,1,2,2,1,1,1,2,0,2,0
759,1,2,2,1,1,1,0,2,2,0
760,1,2,2,1,1,0,2,2,1,0
761,1,2,2,1,1,0,1,2,2,0
762,1,2,2,1,0,2,1,2,1,0
763,1,2,2,1,0,2,1,0,0,0
764,1,2,2,1,0,1,1,2,2,0
765,1,2,2,1,0,0,1,2,0,0
766,1,2,2,1,0,0,1,0,2,0
767,1,2,2,0,2,2,1,1,1,0
768,1,2,2,0,1,2,2,1,1,0
769,1,2,2,0,1,2,1,2,1,0
770,1,2,2,0,1,2,0,0,1,0
771,1,2,2,0,1,1,2,2,1,0
772,1,2,2,0,1,0,2,0,1,0
773,1,2,2,0,1,0,0,2,1,0
774,1,2,1,2,2,1,2,0,1,0
775,1,2,1,2,1,2,2,0,1,0
776,1,2,1,2,1,2,1,2,0,0
777,1,2,1,2,1,2,1,0,2,0
778,1,2,1,2,1,2,0,2,1,0
779,1,2,1,2,1,0,2,2,1,0
780,1,2,1,2,1,0,1,2,2,0
781,1,2,1,2,0,1,2,2,1,0
782,1,2,1,1,2,2,1,0,2,0
783,1,2,1,1,0,2,1,2,2,0
784,1,2,1,0,1,2,2,2,1,0
785,1,2,1,0,1,2,1,2,2,0
786,1,2,0,2,1,2,2,1,1,0
787,1,2,0,2,1,2,1,2,1,0
788,1,2,0,2,1,2,0,0,1,0
789,1,2,0,2,1,1,2,2,1,0
790,1,2,0,2,1,0,2,0,1,0
791,1,2,0,2,1,0,0,2,1,0
792,1,2,0,1,2,2,1,1,2,0
793,1,2,0,1,2,2,1,0,0,0
794,1,2,0,1,2,0,1,0,2,0
795,1,2,0,1,1,2,2,2,1,0
796,1,2,0,1,1,2,1,2,2,0
797,1,2,0,1,0,2,1,2,0,0
798,1,2,0,1,0,2,1,0,2,0
799,1,2,0,1,0,0,1,2,2,0
800,1,2,0,0,1,2,2,0,1,0
801,1,2,0,0,1,2,0,2,1,0
802,1,2,0,0,1,0,2,2,1,0
803,1,1,2,2,1,2,2,1,0,0
804,1,1,2,2,1,2,2,0,1,0
805,1,1,2,2,1,2,0,2,1,0
806,1,1,2,2,1,0,2,2,1,0
807,1,1,2,2,1,0,2,1,2,0
808,1,1,2,1,2,2,1,2,0,0
809,1,1,2,1,2,0,1,2,2,0
810,1,1,2,0,1,2,2,2,1,0
811,1,1,1,2,2,1,2,2,0,0
812,1,1,1,2,2,1,2,0,2,0
813,1,1,1,2,2,1,0,2,2,0
814,1,1,1,2,2,0,2,2,1,0
815,1,1,1,2,2,0,2,1,2,0
816,1,1,1,2,2,0,2,0,0,0
817,1,1,1,2,2,0,1,2,2,0
818,1,1,1,2,2,0,0,2,0,0
819,1,1,1,2,2,0,0,0,2,0
820,1,1,1,2,1,2,2,2,0,0
821,1,1,1,2,1,2,2,0,2,0
822,1,1,1,2,1,2,0,2,2,0
823,1,1,1,2,0,2,2,2,1,0
824,1,1,1,2,0,2,2,1,2,0
825,1,1,1,2,0,2,2,0,0,0
826,1,1,1,2,0,2,1,2,2,0
827,1,1,1,2,0,2,0,2,0,0
828,1,1,1,2,0,2,0,0,2,0
829,1,1,1,2,0,0,2,2,0,0
830,1,1,1,2,0,0,2,0,2,0
831,1,1,1,2,0,0,0,2,2,0
832,1,1,1,1,2,2,2,2,0,0
833,1,1,1,1,2,2,2,0,2,0
834,1,1,1,1,2,2,0,2,2,0
835,1,1,1,0,2,2,2,2,1,0
836,1,1,1,0,2,2,2,1,2,0
837,1,1,1,0,2,2,2,0,0,0
838,1,1,1,0,2,2,1,2,2,0
839,1,1,1,0,2,2,0,2,0,0
840,1,1,1,0,2,2,0,0,2,0
841,1,1,1,0,2,0,2,2,0,0
842,1,1,1,0,2,0,2,0,2,0
843,1,1,1,0,2,0,0,2,2,0
844,1,1,1,0,0,2,2,2,0,0
845,1,1,1,0,0,2,2,0,2,0
846,1,1,1,0,0,2,0,2,2,0
847,1,1,0,2,1,2,2,2,1,0
848,1,1,0,2,1,2,2,1,2,0
849,1,1,0,1,2,2,1,2,2,0
850,1,0,2,2,1,2,2,1,1,0
851,1,0,2,2,1,2,1,2,1,0
852,1,0,2,2,1,2,0,0,1,0
853,1,0,2,2,1,1,2,2,1,0
854,1,0,2,2,1,0,2,0,1,0
855,1,0,2,2,1,0,0,2,1,0
856,1,0,2,1,2,2,1,2,1,0
857,1,0,2,1,2,2,1,0,0,0
858,1,0,2,1,2,1,1,2,2,0
859,1,0,2,1,2,0,1,2,0,0
860,1,0,2,1,2,0,1,0,2,0
861,1,0,2,1,1,2,2,2,1,0
862,1,0,2,1,0,2,1,2,0,0
863,1,0,2,1,0,0,1,2,2,0
864,1,0,2,0,1,2,2,0,1,0
865,1,0,2,0,1,2,0,2,1,0
866,1,0,2,0,1,0,2,2,1,0
867,1,0,1,2,2,1,2,2,1,0
868,1,0,1,2,1,2,2,2,1,0
869,1,0,1,2,1,2,1,2,2,0
870,1,0,1,1,2,2,1,2,2,0
871,1,0,0,2,1,2,2,0,1,0
872,1,0,0,2,1,2,0,2,1,0
873,1,0,0,2,1,0,2,2,1,0
874,1,0,0,1,2,2,1,2,0,0
875,1,0,0,1,2,2,1,0,2,0
876,1,0,0,1,2,0,1,2,2,0
877,1,0,0,1,0,2,1,2,2,0
878,1,0,0,0,1,2,2,2,1,0
879,0,2,2,2,2,1,1,1,1,0
880,0,2,2,2,1,2,1,1,1,0
881,0,2,2,2,0,0,1,1,1,0
882,0,2,2,1,2,2,1,1,1,0
883,0,2,2,1,1,1,2,2,1,0
884,0,2,2,1,1,1,2,1,2,0
885,0,2,2,1,1,1,2,0,0,0
886,0,2,2,1,1,1,1,2,2,0
887,0,2,2,1,1,1,0,2,0,0
888,0,2,2,1,1,1,0,0,2,0
889,0,2,2,0,2,0,1,1,1,0
890,0,2,2,0,0,2,1,1,1,0
891,0,2,1,2,2,1,2,1,1,0
892,0,2,1,2,2,1,0,0,1,0
893,0,2,1,2,1,2,1,2,1,0
894,0,2,1,2,1,2,1,1,2,0
895,0,2,1,2,1,2,1,0,0,0
896,0,2,1,2,1,1,2,2,1,0
897,0,2,1,2,1,1,1,2,2,0
898,0,2,1,2,1,0,1,2,0,0
899,0,2,1,2,1,0,1,0,2,0
900,0,2,1,2,0,1,2,0,1,0
901,0,2,1,2,0,1,0,2,1,0
902,0,2,1,1,1,2,1,2,2,0
903,0,2,1,0,2,1,2,0,1,0
904,0,2,1,0,1,2,1,2,0,0
905,0,2,1,0,1,2,1,0,2,0
906,0,2,1,0,1,0,1,2,2,0
907,0,2,1,0,0,1,2,2,1,0
908,0,2,0,2,2,0,1,1,1,0
909,0,2,0,2,0,2,1,1,1,0
910,0,2,0,1,1,1,2,2,0,0
911,0,2,0,1,1,1,2,0,2,0
912,0,2,0,1,1,1,0,2,2,0
913,0,2,0,0,2,2,1,1,1,0
914,0,1,2,2,1,2,2,1,1,0
915,0,1,2,2,1,2,0,1,0,0
916,0,1,2,2,1,1,2,1,2,0
917,0,1,2,2,1,0,2,1,0,0
918,0,1,2,2,1,0,0,1,2,0
919,0,1,2,0,1,2,2,1,0,0
920,0,1,2,0,1,0,2,1,2,0
921,0,1,1,2,2,1,2,2,1,0
922,0,1,1,2,1,2,2,1,2,0
923,0,1,1,2,1,2,1,2,2,0
924,0,1,0,2,1,2,2,1,0,0
925,0,1,0,2,1,2,0,1,2,0
926,0,1,0,2,1,0,2,1,2,0
927,0,1,0,0,1,2,2,1,2,0
928,0,0,2,2,2,0,1,1,1,0
929,0,0,2,2,0,2,1,1,1,0
930,0,0,2,1,1,1,2,2,0,0
931,0,0,2,1,1,1,2,0,2,0
932,0,0,2,1,1,1,0,2,2,0
933,0,0,2,0,2,2,1,1,1,0
934,0,0,1,2,2,1,2,0,1,0
935,0,0,1,2,2,1,0,2,1,0
936,0,0,1,2,1,2,1,2,0,0
937,0,0,1,2,1,2,1,0,2,0
938,0,0,1,2,1,0,1,2,2,0
939,0,0,1,2,0,1,2,2,1,0
940,0,0,1,0,2,1,2,2,1,0
941,0,0,1,0,1,2,1,2,2,0
942,2,2,1,1,2,2,2,1,1,0
943,2,2,1,1,1,2,2,2,1,0
944,2,2,1,1,1,2,2,1,2,0
945,2,1,2,2,2,1,1,2,1,0
946,2,1,2,2,1,2,1,2,1,0
947,2,1,2,2,1,1,1,2,2,0
948,2,1,2,1,2,2,1,2,1,0
949,2,1,2,1,1,2,2,2,1,0
950,2,1,1,1,2,2,2,2,1,0
951,1,2,2,2,2,1,1,1,2,0
952,1,2,2,2,1,1,2,1,2,0
953,1,2,2,2,1,1,1,2,2,0
954,1,2,1,2,2,1,2,1,2,0
955,1,2,1,2,1,2,2,1,2,0
956,1,2,1,1,2,2,2,1,2,0
957,1,1,2,2,2,1,1,2,2,0
